,cluster,y,x,E,size
1145,008219_H,3.0,3.0,24584.0,6.0
1146,009306_H,8.0,9.0,358568.0,53.0
1147,008249_H,34.0,33.0,1353907.0,190.0
1148,008977_F,6.0,28.0,779071.0,119.0
1149,005493_F,6.0,6.0,180670.0,30.0
1150,007045_H,4.0,4.0,56331.0,13.0
1151,010053_A,5.0,6.0,246949.0,24.0
1152,002259_B,37.0,36.0,1289342.0,206.0
1153,007648_C,44.0,46.0,1576183.0,258.0
1154,005443_B,7.0,8.0,503425.0,38.0
1155,005882_C,17.0,20.0,1125143.0,180.0
1156,009862_G,18.0,9.0,768358.0,113.0
1157,000487_F,2.0,3.0,47399.0,6.0
1158,007276_E,6.0,6.0,170979.0,29.0
1159,005819_A,15.0,17.0,635209.0,86.0
1160,010991_D,28.0,17.0,836510.0,130.0
1161,009458_D,25.0,64.0,2190789.0,377.0
1162,010898_A,5.0,5.0,106644.0,21.0
1163,000762_F,6.0,6.0,134103.0,28.0
1164,000987_F,7.0,7.0,197950.0,38.0
1165,011654_A,79.0,16.0,1774409.0,309.0
1166,010456_F,10.0,16.0,619060.0,77.0
1167,010634_B,14.0,46.0,1171418.0,186.0
1168,000154_A,66.0,60.0,2260511.0,381.0
1169,003643_C,14.0,18.0,896235.0,87.0
1170,003477_F,6.0,6.0,124350.0,27.0
1171,002717_A,19.0,11.0,970030.0,133.0
1172,005779_E,114.0,29.0,2355072.0,435.0
1173,002149_F,16.0,27.0,787855.0,123.0
1174,007114_B,11.0,8.0,493310.0,56.0
1175,003756_A,25.0,22.0,1085007.0,142.0
1176,001297_F,3.0,3.0,104055.0,7.0
1177,011481_E,15.0,32.0,1271089.0,179.0
1178,003812_C,7.0,6.0,190112.0,35.0
1179,009676_C,3.0,3.0,31468.0,6.0
1180,008329_C,10.0,11.0,590077.0,84.0
1181,005702_D,18.0,11.0,603170.0,80.0
1182,000501_C,55.0,28.0,1387341.0,237.0
1183,002717_H,11.0,19.0,970030.0,133.0
1184,005057_D,5.0,12.0,404305.0,29.0
1185,004305_F,17.0,9.0,630396.0,81.0
1186,006143_F,5.0,5.0,126428.0,19.0
1187,004740_A,3.0,2.0,31670.0,6.0
1188,011437_H,41.0,32.0,1151624.0,185.0
1189,009254_C,4.0,4.0,71146.0,13.0
1190,009995_C,2.0,4.0,32205.0,6.0
1191,004887_H,22.0,13.0,731505.0,106.0
1192,004788_B,6.0,5.0,122584.0,21.0
1193,010991_A,17.0,28.0,836510.0,130.0
1194,007667_F,11.0,19.0,672173.0,69.0
1195,002496_F,11.0,8.0,501432.0,46.0
1196,009179_F,16.0,30.0,974923.0,127.0
1197,001028_E,8.0,39.0,931651.0,157.0
1198,005327_A,5.0,5.0,257446.0,20.0
1199,003170_F,7.0,10.0,387674.0,58.0
1200,009167_F,26.0,14.0,1157159.0,162.0
1201,004374_A,10.0,9.0,614237.0,74.0
1202,007581_B,4.0,4.0,188135.0,13.0
1203,000987_B,7.0,7.0,197950.0,38.0
1204,008859_D,9.0,13.0,397825.0,63.0
1205,007802_F,4.0,4.0,92678.0,12.0
1206,005416_C,5.0,3.0,191514.0,10.0
1207,005127_E,75.0,90.0,2603033.0,454.0
1208,001270_B,10.0,6.0,436448.0,44.0
1209,008059_H,15.0,18.0,902200.0,160.0
1210,011837_E,8.0,8.0,305248.0,49.0
1211,006854_B,3.0,3.0,27777.0,5.0
1212,001273_E,7.0,8.0,314945.0,46.0
1213,005542_G,38.0,15.0,948520.0,161.0
1214,003721_A,76.0,45.0,2221023.0,364.0
1215,004589_F,9.0,11.0,480509.0,52.0
1216,011138_H,12.0,13.0,784399.0,67.0
1217,006625_C,5.0,5.0,115701.0,17.0
1218,002854_A,32.0,27.0,1072305.0,170.0
1219,001157_F,31.0,17.0,1232791.0,157.0
1220,001384_E,9.0,28.0,783990.0,112.0
1221,009862_A,18.0,9.0,768358.0,113.0
1222,004305_D,17.0,9.0,630396.0,81.0
1223,004677_A,8.0,8.0,316782.0,45.0
1224,004058_C,6.0,10.0,350084.0,37.0
1225,005018_C,68.0,6.0,1701230.0,277.0
1226,011995_B,6.0,5.0,130017.0,24.0
1227,005522_F,8.0,6.0,126614.0,15.0
1228,002795_A,25.0,25.0,872086.0,141.0
1229,004242_B,17.0,22.0,748111.0,112.0
1230,008102_H,20.0,18.0,751733.0,111.0
1231,006013_G,6.0,6.0,196844.0,28.0
1232,009012_B,28.0,15.0,831075.0,129.0
1233,006935_H,4.0,4.0,54161.0,13.0
1234,011165_C,3.0,2.0,27550.0,5.0
1235,005137_D,7.0,7.0,303733.0,36.0
1236,001335_A,19.0,20.0,942164.0,117.0
1237,002319_H,30.0,11.0,853573.0,129.0
1238,000102_B,34.0,116.0,3528536.0,619.0
1239,005752_C,19.0,46.0,1143954.0,194.0
1240,008325_C,11.0,49.0,895339.0,149.0
1241,005988_B,3.0,7.0,68948.0,12.0
1242,001484_H,30.0,30.0,1285274.0,193.0
1243,010923_E,3.0,2.0,27200.0,5.0
1244,002207_E,12.0,19.0,807111.0,102.0
1245,009080_E,22.0,25.0,831944.0,130.0
1246,005718_E,49.0,36.0,1776006.0,239.0
1247,006684_A,17.0,20.0,797724.0,121.0
1248,005382_B,3.0,3.0,45019.0,9.0
1249,003756_H,22.0,25.0,1085007.0,142.0
1250,008776_G,15.0,7.0,543407.0,68.0
1251,009633_G,7.0,8.0,215447.0,43.0
1252,011928_C,19.0,25.0,772196.0,139.0
1253,005674_D,10.0,20.0,829914.0,102.0
1254,001484_E,30.0,30.0,1285274.0,193.0
1255,004713_G,54.0,69.0,1794430.0,327.0
1256,005590_G,32.0,31.0,1014772.0,169.0
1257,003643_H,18.0,14.0,896235.0,87.0
1258,008380_C,10.0,12.0,556007.0,84.0
1259,006560_B,9.0,6.0,463906.0,38.0
1260,000762_G,6.0,6.0,134103.0,28.0
1261,000435_G,12.0,11.0,795171.0,88.0
1262,008116_H,3.0,19.0,253583.0,41.0
1263,005501_B,7.0,6.0,232262.0,35.0
1264,000801_C,5.0,4.0,259046.0,15.0
1265,008681_H,2.0,3.0,28644.0,5.0
1266,002588_E,5.0,5.0,140076.0,22.0
1267,005252_H,5.0,5.0,147338.0,18.0
1268,004678_F,8.0,16.0,500892.0,69.0
1269,002457_F,15.0,8.0,583992.0,70.0
1270,006226_D,44.0,10.0,1119494.0,181.0
1271,007976_E,39.0,33.0,1729213.0,237.0
1272,002432_B,10.0,9.0,609062.0,55.0
1273,002367_A,5.0,6.0,109740.0,25.0
1274,006202_E,11.0,15.0,528875.0,71.0
1275,011437_A,32.0,41.0,1151624.0,185.0
1276,005382_D,3.0,3.0,45019.0,9.0
1277,001967_D,21.0,24.0,1164155.0,180.0
1278,007585_F,14.0,23.0,942261.0,122.0
1279,009167_D,26.0,14.0,1157159.0,162.0
1280,004628_C,3.0,3.0,32482.0,5.0
1281,002795_G,25.0,25.0,872086.0,141.0
1282,002270_C,7.0,7.0,257311.0,31.0
1283,005882_H,20.0,17.0,1125143.0,180.0
1284,008635_G,11.0,10.0,642915.0,75.0
1285,008249_E,33.0,34.0,1353907.0,190.0
1286,000637_D,8.0,22.0,740342.0,103.0
1287,004677_G,8.0,8.0,316782.0,45.0
1288,008309_D,19.0,17.0,866979.0,148.0
1289,005522_E,6.0,8.0,126614.0,15.0
1290,003394_D,37.0,20.0,1221018.0,175.0
1291,001545_A,4.0,4.0,62326.0,12.0
1292,005459_F,15.0,14.0,991852.0,150.0
1293,004677_F,8.0,8.0,316782.0,45.0
1294,000329_F,10.0,19.0,615220.0,84.0
1295,006747_A,6.0,33.0,769911.0,134.0
1296,005459_D,15.0,14.0,991852.0,150.0
1297,001249_B,4.0,4.0,61070.0,14.0
1298,004713_F,69.0,54.0,1794430.0,327.0
1299,006940_H,30.0,19.0,936123.0,144.0
1300,005102_H,32.0,19.0,1961980.0,215.0
1301,005493_H,6.0,6.0,180670.0,30.0
1302,002259_F,37.0,36.0,1289342.0,206.0
1303,009822_E,57.0,34.0,1797787.0,281.0
1304,002270_F,7.0,7.0,257311.0,31.0
1305,006126_A,6.0,6.0,163704.0,29.0
1306,005819_F,17.0,15.0,635209.0,86.0
1307,003309_G,6.0,5.0,120362.0,24.0
1308,007392_D,17.0,30.0,731892.0,86.0
1309,005796_D,7.0,17.0,582301.0,75.0
1310,004393_E,13.0,19.0,813380.0,108.0
1311,003643_B,18.0,14.0,896235.0,87.0
1312,004677_H,8.0,8.0,316782.0,45.0
1313,004419_G,13.0,14.0,674742.0,78.0
1314,007972_F,6.0,9.0,411733.0,43.0
1315,008219_F,3.0,3.0,24584.0,6.0
1316,010868_F,30.0,92.0,2232496.0,381.0
1317,006125_G,11.0,6.0,447637.0,50.0
1318,005487_D,4.0,6.0,179980.0,19.0
1319,008911_C,7.0,23.0,719677.0,98.0
1320,001280_B,9.0,8.0,380648.0,57.0
1321,004740_H,2.0,3.0,31670.0,6.0
1322,009995_A,2.0,4.0,32205.0,6.0
1323,000329_G,19.0,10.0,615220.0,84.0
1324,005265_C,6.0,7.0,375163.0,33.0
1325,003619_A,8.0,9.0,350548.0,56.0
1326,010704_G,13.0,26.0,836259.0,121.0
1327,007331_C,9.0,6.0,421813.0,40.0
1328,004242_E,22.0,17.0,748111.0,112.0
1329,007264_D,7.0,5.0,300141.0,28.0
1330,011892_E,11.0,13.0,523914.0,67.0
1331,000987_G,7.0,7.0,197950.0,38.0
1332,009995_G,2.0,4.0,32205.0,6.0
1333,009193_E,25.0,44.0,1814295.0,303.0
1334,012076_F,3.0,5.0,80253.0,12.0
1335,002622_C,14.0,38.0,737457.0,97.0
1336,001519_B,6.0,18.0,621684.0,78.0
1337,007182_E,3.0,3.0,72881.0,8.0
1338,007523_A,4.0,5.0,92578.0,17.0
1339,008912_E,13.0,26.0,777559.0,117.0
1340,010734_F,3.0,3.0,35426.0,7.0
1341,010053_G,5.0,6.0,246949.0,24.0
1342,005275_D,4.0,4.0,80405.0,15.0
1343,001545_F,4.0,4.0,62326.0,12.0
1344,008859_F,9.0,13.0,397825.0,63.0
1345,004715_C,4.0,4.0,157586.0,13.0
1346,004017_G,9.0,16.0,607864.0,107.0
1347,003865_B,3.0,3.0,66582.0,7.0
1348,002470_C,8.0,7.0,369986.0,46.0
1349,008741_E,51.0,53.0,1656387.0,278.0
1350,004017_A,9.0,16.0,607864.0,107.0
1351,011340_E,6.0,3.0,156850.0,10.0
1352,000293_G,126.0,51.0,3215490.0,540.0
1353,003824_G,7.0,8.0,274454.0,42.0
1354,005493_C,6.0,6.0,180670.0,30.0
1355,002782_A,7.0,39.0,933895.0,153.0
1356,000762_H,6.0,6.0,134103.0,28.0
1357,001145_A,41.0,30.0,1367242.0,225.0
1358,007972_A,9.0,6.0,411733.0,43.0
1359,006625_A,5.0,5.0,115701.0,17.0
1360,006120_G,30.0,9.0,900782.0,128.0
1361,008955_B,28.0,27.0,974181.0,158.0
1362,001234_F,4.0,4.0,67298.0,12.0
1363,005252_D,5.0,5.0,147338.0,18.0
1364,001145_F,30.0,41.0,1367242.0,225.0
1365,006120_H,9.0,30.0,900782.0,128.0
1366,008975_C,3.0,2.0,28619.0,5.0
1367,001157_H,31.0,17.0,1232791.0,157.0
1368,005137_A,7.0,7.0,303733.0,36.0
1369,002854_H,27.0,32.0,1072305.0,170.0
1370,006504_A,4.0,4.0,59468.0,12.0
1371,012076_H,3.0,5.0,80253.0,12.0
1372,007947_E,2.0,3.0,76375.0,5.0
1373,003802_H,36.0,12.0,1001931.0,152.0
1374,004010_F,12.0,23.0,710968.0,104.0
1375,001866_F,10.0,7.0,361943.0,25.0
1376,008634_F,6.0,6.0,136619.0,24.0
1377,000289_C,3.0,3.0,96780.0,6.0
1378,009179_D,16.0,30.0,974923.0,127.0
1379,008962_H,10.0,7.0,550367.0,53.0
1380,003117_B,7.0,7.0,254559.0,36.0
1381,010186_D,41.0,23.0,1203451.0,187.0
1382,002423_B,21.0,23.0,1330855.0,152.0
1383,001386_A,5.0,5.0,184008.0,19.0
1384,005126_D,13.0,7.0,553645.0,60.0
1385,000066_E,76.0,58.0,2850314.0,474.0
1386,008911_D,23.0,7.0,719677.0,98.0
1387,009014_G,2.0,3.0,28476.0,5.0
1388,002178_E,7.0,7.0,195873.0,38.0
1389,008059_G,18.0,15.0,902200.0,160.0
1390,005327_E,5.0,5.0,257446.0,20.0
1391,011871_B,22.0,12.0,508190.0,51.0
1392,004143_H,104.0,39.0,2549813.0,451.0
1393,010416_C,7.0,6.0,250224.0,32.0
1394,009644_B,15.0,6.0,496618.0,64.0
1395,002465_F,8.0,9.0,324814.0,58.0
1396,000499_E,10.0,7.0,466620.0,51.0
1397,005990_H,8.0,11.0,300515.0,54.0
1398,004494_F,15.0,50.0,1003859.0,136.0
1399,001198_G,11.0,8.0,351079.0,63.0
1400,004374_C,10.0,9.0,614237.0,74.0
1401,004887_G,13.0,22.0,731505.0,106.0
1402,011376_D,16.0,13.0,639220.0,90.0
1403,008975_D,2.0,3.0,28619.0,5.0
1404,000427_A,10.0,12.0,518965.0,65.0
1405,002025_B,7.0,7.0,403788.0,37.0
1406,009044_H,4.0,5.0,158409.0,14.0
1407,002588_D,5.0,5.0,140076.0,22.0
1408,006344_C,15.0,42.0,1428754.0,278.0
1409,002015_A,10.0,16.0,641106.0,79.0
1410,008679_A,7.0,11.0,445485.0,51.0
1411,011097_G,7.0,6.0,368558.0,31.0
1412,009822_B,34.0,57.0,1797787.0,281.0
1413,001519_D,6.0,18.0,621684.0,78.0
1414,010522_H,12.0,23.0,863320.0,113.0
1415,000333_F,14.0,24.0,922933.0,117.0
1416,007469_B,7.0,10.0,255650.0,47.0
1417,008573_E,75.0,88.0,2662154.0,460.0
1418,001249_E,4.0,4.0,61070.0,14.0
1419,002431_C,7.0,23.0,743854.0,105.0
1420,002270_H,7.0,7.0,257311.0,31.0
1421,006320_H,10.0,14.0,485915.0,67.0
1422,008155_B,10.0,17.0,850616.0,92.0
1423,009254_G,4.0,4.0,71146.0,13.0
1424,004351_H,32.0,49.0,1668377.0,228.0
1425,010927_C,4.0,4.0,56896.0,12.0
1426,005487_E,6.0,4.0,179980.0,19.0
1427,005110_H,31.0,13.0,797318.0,130.0
1428,005819_H,17.0,15.0,635209.0,86.0
1429,003955_C,8.0,12.0,634573.0,60.0
1430,003177_E,24.0,13.0,781916.0,113.0
1431,000385_E,6.0,6.0,224731.0,32.0
1432,011813_A,41.0,91.0,3559457.0,634.0
1433,008573_B,88.0,75.0,2662154.0,460.0
1434,009198_B,4.0,4.0,17615.0,4.0
1435,010868_E,92.0,30.0,2232496.0,381.0
1436,005127_A,75.0,90.0,2603033.0,454.0
1437,003003_A,23.0,9.0,959227.0,119.0
1438,000885_C,47.0,35.0,1185465.0,163.0
1439,011149_F,56.0,20.0,1377138.0,227.0
1440,001382_B,33.0,34.0,1084854.0,183.0
1441,000594_H,29.0,15.0,806555.0,127.0
1442,011978_A,4.0,5.0,0.0,0.0
1443,000333_H,14.0,24.0,922933.0,117.0
1444,008635_A,11.0,10.0,642915.0,75.0
1445,001802_G,5.0,6.0,150135.0,24.0
1446,004690_D,8.0,8.0,290888.0,50.0
1447,008325_G,11.0,49.0,895339.0,149.0
1448,009633_D,8.0,7.0,215447.0,43.0
1449,011380_D,3.0,3.0,47481.0,8.0
1450,004989_H,7.0,7.0,224107.0,40.0
1451,001257_H,26.0,12.0,707260.0,145.0
1452,009395_B,14.0,18.0,776044.0,81.0
1453,001297_B,3.0,3.0,104055.0,7.0
1454,001249_D,4.0,4.0,61070.0,14.0
1455,006515_B,34.0,25.0,1007998.0,161.0
1456,003223_F,30.0,6.0,815155.0,127.0
1457,004989_D,7.0,7.0,224107.0,40.0
1458,006097_E,14.0,88.0,2150226.0,361.0
1459,001145_E,41.0,30.0,1367242.0,225.0
1460,001270_A,6.0,10.0,436448.0,44.0
1461,003721_F,45.0,76.0,2221023.0,364.0
1462,004589_E,11.0,9.0,480509.0,52.0
1463,002178_C,7.0,7.0,195873.0,38.0
1464,008016_C,7.0,7.0,372570.0,35.0
1465,003873_B,6.0,5.0,180651.0,26.0
1466,005752_E,19.0,46.0,1143954.0,194.0
1467,009625_B,10.0,8.0,498373.0,55.0
1468,000726_H,16.0,9.0,721829.0,106.0
1469,004393_A,13.0,19.0,813380.0,108.0
1470,004628_A,3.0,3.0,32482.0,5.0
1471,005110_G,13.0,31.0,797318.0,130.0
1472,009969_E,4.0,5.0,84821.0,17.0
1473,008325_H,49.0,11.0,895339.0,149.0
1474,008635_D,10.0,11.0,642915.0,75.0
1475,006929_F,7.0,14.0,565404.0,65.0
1476,007802_B,4.0,4.0,92678.0,12.0
1477,009956_F,28.0,28.0,991198.0,153.0
1478,005614_B,32.0,18.0,940125.0,147.0
1479,006013_C,6.0,6.0,196844.0,28.0
1480,010456_A,16.0,10.0,619060.0,77.0
1481,002612_B,2.0,3.0,122275.0,5.0
1482,000439_A,28.0,21.0,998156.0,144.0
1483,003974_B,12.0,7.0,470628.0,52.0
1484,008215_E,159.0,35.0,4226578.0,778.0
1485,006515_C,25.0,34.0,1007998.0,161.0
1486,003309_A,6.0,5.0,120362.0,24.0
1487,012000_D,25.0,9.0,1073053.0,135.0
1488,001166_G,20.0,14.0,689852.0,120.0
1489,000333_B,14.0,24.0,922933.0,117.0
1490,005988_D,3.0,7.0,68948.0,12.0
1491,009080_D,25.0,22.0,831944.0,130.0
1492,009286_B,17.0,15.0,862750.0,103.0
1493,000061_F,6.0,21.0,608002.0,85.0
1494,001382_E,34.0,33.0,1084854.0,183.0
1495,009644_A,6.0,15.0,496618.0,64.0
1496,004851_D,33.0,11.0,940237.0,151.0
1497,002560_F,16.0,12.0,1011910.0,119.0
1498,004242_C,22.0,17.0,748111.0,112.0
1499,011935_B,15.0,22.0,0.0,0.0
1500,005623_A,35.0,23.0,985523.0,160.0
1501,008758_E,9.0,21.0,687205.0,96.0
1502,010025_B,7.0,8.0,416378.0,39.0
1503,001052_D,58.0,84.0,4213354.0,699.0
1504,005275_G,4.0,4.0,80405.0,15.0
1505,010927_E,4.0,4.0,56896.0,12.0
1506,006097_D,88.0,14.0,2150226.0,361.0
1507,006983_H,47.0,30.0,1227500.0,215.0
1508,008634_C,6.0,6.0,136619.0,24.0
1509,007276_A,6.0,6.0,170979.0,29.0
1510,004851_A,11.0,33.0,940237.0,151.0
1511,009717_H,62.0,7.0,1423016.0,245.0
1512,009850_G,3.0,2.0,40658.0,6.0
1513,007585_E,23.0,14.0,942261.0,122.0
1514,009080_A,22.0,25.0,831944.0,130.0
1515,008495_F,12.0,15.0,874495.0,111.0
1516,004058_F,10.0,6.0,350084.0,37.0
1517,000874_D,38.0,17.0,1677450.0,253.0
1518,008087_A,30.0,38.0,1120308.0,186.0
1519,004628_G,3.0,3.0,32482.0,5.0
1520,007703_G,3.0,3.0,89012.0,8.0
1521,003955_A,8.0,12.0,634573.0,60.0
1522,007815_H,2.0,3.0,27646.0,5.0
1523,011656_E,6.0,6.0,138416.0,29.0
1524,010329_D,15.0,31.0,1272999.0,200.0
1525,002297_E,6.0,7.0,148199.0,28.0
1526,002806_G,2.0,4.0,170406.0,8.0
1527,002806_B,4.0,2.0,170406.0,8.0
1528,007802_A,4.0,4.0,92678.0,12.0
1529,008755_C,29.0,60.0,1452993.0,251.0
1530,001198_B,8.0,11.0,351079.0,63.0
1531,001002_B,5.0,4.0,76574.0,15.0
1532,001976_B,6.0,5.0,145802.0,27.0
1533,009395_F,14.0,18.0,776044.0,81.0
1534,001753_C,51.0,16.0,1876860.0,259.0
1535,007851_F,32.0,20.0,859852.0,145.0
1536,009862_B,9.0,18.0,768358.0,113.0
1537,000926_H,12.0,30.0,812744.0,124.0
1538,001866_E,7.0,10.0,361943.0,25.0
1539,012000_H,25.0,9.0,1073053.0,135.0
1540,009012_G,15.0,28.0,831075.0,129.0
1541,004788_A,5.0,6.0,122584.0,21.0
1542,003721_D,45.0,76.0,2221023.0,364.0
1543,005102_D,32.0,19.0,1961980.0,215.0
1544,001484_G,30.0,30.0,1285274.0,193.0
1545,004111_G,27.0,26.0,0.0,0.0
1546,009395_H,14.0,18.0,776044.0,81.0
1547,003974_D,12.0,7.0,470628.0,52.0
1548,001166_D,14.0,20.0,689852.0,120.0
1549,001297_E,3.0,3.0,104055.0,7.0
1550,003809_F,12.0,15.0,594484.0,75.0
1551,011995_G,5.0,6.0,130017.0,24.0
1552,006143_A,5.0,5.0,126428.0,19.0
1553,003003_D,9.0,23.0,959227.0,119.0
1554,005247_F,2.0,3.0,27591.0,5.0
1555,005567_H,28.0,19.0,816421.0,131.0
1556,010053_C,5.0,6.0,246949.0,24.0
1557,002297_H,7.0,6.0,148199.0,28.0
1558,002206_F,21.0,20.0,681986.0,106.0
1559,006566_F,4.0,3.0,159544.0,9.0
1560,009766_F,7.0,14.0,514165.0,60.0
1561,011755_E,38.0,29.0,1036893.0,176.0
1562,006632_F,47.0,44.0,2515793.0,413.0
1563,008962_A,7.0,10.0,550367.0,53.0
1564,011249_H,7.0,8.0,338402.0,41.0
1565,002465_G,9.0,8.0,324814.0,58.0
1566,008038_E,24.0,12.0,727677.0,105.0
1567,011978_F,5.0,4.0,0.0,0.0
1568,000130_A,8.0,19.0,706164.0,89.0
1569,003309_H,5.0,6.0,120362.0,24.0
1570,011935_A,22.0,15.0,0.0,0.0
1571,005874_H,5.0,5.0,149004.0,22.0
1572,007182_A,3.0,3.0,72881.0,8.0
1573,011881_F,7.0,3.0,124337.0,16.0
1574,001545_B,4.0,4.0,62326.0,12.0
1575,006504_G,4.0,4.0,59468.0,12.0
1576,008102_D,20.0,18.0,751733.0,111.0
1577,005443_A,8.0,7.0,503425.0,38.0
1578,001028_B,39.0,8.0,931651.0,157.0
1579,004690_C,8.0,8.0,290888.0,50.0
1580,004677_C,8.0,8.0,316782.0,45.0
1581,008955_E,27.0,28.0,974181.0,158.0
1582,005247_H,2.0,3.0,27591.0,5.0
1583,000385_G,6.0,6.0,224731.0,32.0
1584,001207_F,7.0,5.0,249267.0,28.0
1585,011249_A,8.0,7.0,338402.0,41.0
1586,009850_E,3.0,2.0,40658.0,6.0
1587,003888_E,16.0,26.0,753874.0,121.0
1588,005947_C,2.0,3.0,27734.0,5.0
1589,000707_B,25.0,35.0,1039705.0,167.0
1590,007182_H,3.0,3.0,72881.0,8.0
1591,005882_G,17.0,20.0,1125143.0,180.0
1592,005542_E,38.0,15.0,948520.0,161.0
1593,000329_C,19.0,10.0,615220.0,84.0
1594,005443_D,7.0,8.0,503425.0,38.0
1595,005265_F,7.0,6.0,375163.0,33.0
1596,003117_F,7.0,7.0,254559.0,36.0
1597,004143_D,104.0,39.0,2549813.0,451.0
1598,009969_B,5.0,4.0,84821.0,17.0
1599,008380_F,12.0,10.0,556007.0,84.0
1600,007182_G,3.0,3.0,72881.0,8.0
1601,003824_F,8.0,7.0,274454.0,42.0
1602,000601_C,36.0,16.0,1062903.0,218.0
1603,007555_H,9.0,9.0,626256.0,54.0
1604,003873_H,6.0,5.0,180651.0,26.0
1605,011957_G,4.0,4.0,69045.0,11.0
1606,008755_F,60.0,29.0,1452993.0,251.0
1607,000499_A,10.0,7.0,466620.0,51.0
1608,005247_A,3.0,2.0,27591.0,5.0
1609,008546_A,6.0,7.0,233867.0,35.0
1610,002778_F,6.0,31.0,812059.0,128.0
1611,005625_D,9.0,42.0,1012809.0,165.0
1612,000102_H,34.0,116.0,3528536.0,619.0
1613,001003_D,17.0,22.0,1004213.0,130.0
1614,010886_A,6.0,5.0,114101.0,22.0
1615,006954_B,10.0,11.0,770481.0,65.0
1616,002149_B,16.0,27.0,787855.0,123.0
1617,003477_D,6.0,6.0,124350.0,27.0
1618,004589_A,11.0,9.0,480509.0,52.0
1619,010868_H,30.0,92.0,2232496.0,381.0
1620,006935_B,4.0,4.0,54161.0,13.0
1621,009508_A,31.0,41.0,1245257.0,205.0
1622,004415_C,7.0,10.0,502545.0,54.0
1623,001335_H,20.0,19.0,942164.0,117.0
1624,004851_G,11.0,33.0,940237.0,151.0
1625,010927_F,4.0,4.0,56896.0,12.0
1626,010734_C,3.0,3.0,35426.0,7.0
1627,011957_B,4.0,4.0,69045.0,11.0
1628,002015_C,10.0,16.0,641106.0,79.0
1629,002021_G,49.0,14.0,1115525.0,194.0
1630,002854_F,27.0,32.0,1072305.0,170.0
1631,008116_A,19.0,3.0,253583.0,41.0
1632,004928_H,10.0,8.0,460256.0,53.0
1633,009633_A,7.0,8.0,215447.0,43.0
1634,010886_F,5.0,6.0,114101.0,22.0
1635,008977_E,28.0,6.0,779071.0,119.0
1636,010947_G,39.0,38.0,1258670.0,215.0
1637,011197_B,30.0,15.0,1032715.0,146.0
1638,000694_D,57.0,23.0,2159328.0,285.0
1639,002123_F,25.0,13.0,779863.0,115.0
1640,007651_G,11.0,32.0,1729954.0,202.0
1641,006097_A,14.0,88.0,2150226.0,361.0
1642,008249_G,33.0,34.0,1353907.0,190.0
1643,005382_E,3.0,3.0,45019.0,9.0
1644,009306_E,9.0,8.0,358568.0,53.0
1645,006143_H,5.0,5.0,126428.0,19.0
1646,005990_E,11.0,8.0,300515.0,54.0
1647,008329_F,11.0,10.0,590077.0,84.0
1648,007459_A,25.0,42.0,1044196.0,178.0
1649,006097_F,88.0,14.0,2150226.0,361.0
1650,001257_A,12.0,26.0,707260.0,145.0
1651,011165_E,3.0,2.0,27550.0,5.0
1652,006320_F,10.0,14.0,485915.0,67.0
1653,003799_B,7.0,7.0,325337.0,31.0
1654,000784_B,5.0,6.0,105274.0,24.0
1655,002021_C,49.0,14.0,1115525.0,194.0
1656,001384_F,28.0,9.0,783990.0,112.0
1657,003955_F,12.0,8.0,634573.0,60.0
1658,001754_E,7.0,38.0,1032160.0,163.0
1659,010868_D,30.0,92.0,2232496.0,381.0
1660,011794_H,185.0,174.0,8014488.0,1352.0
1661,001572_H,45.0,23.0,1262062.0,207.0
1662,009738_D,6.0,7.0,276933.0,34.0
1663,001124_G,12.0,10.0,718051.0,72.0
1664,000726_F,16.0,9.0,721829.0,106.0
1665,011701_D,17.0,15.0,1184202.0,179.0
1666,003052_D,24.0,47.0,1185344.0,208.0
1667,005796_C,17.0,7.0,582301.0,75.0
1668,002864_H,7.0,40.0,1011801.0,160.0
1669,007976_B,33.0,39.0,1729213.0,237.0
1670,002795_H,25.0,25.0,872086.0,141.0
1671,008309_H,19.0,17.0,866979.0,148.0
1672,008016_D,7.0,7.0,372570.0,35.0
1673,009291_F,19.0,12.0,1061123.0,120.0
1674,008741_G,51.0,53.0,1656387.0,278.0
1675,011481_G,15.0,32.0,1271089.0,179.0
1676,007923_A,3.0,3.0,37941.0,7.0
1677,009198_A,4.0,4.0,17615.0,4.0
1678,000209_E,37.0,13.0,581463.0,71.0
1679,003303_F,10.0,59.0,1481517.0,246.0
1680,002206_H,21.0,20.0,681986.0,106.0
1681,009766_G,14.0,7.0,514165.0,60.0
1682,003063_H,6.0,6.0,135605.0,23.0
1683,006632_C,44.0,47.0,2515793.0,413.0
1684,008758_C,9.0,21.0,687205.0,96.0
1685,009193_F,44.0,25.0,1814295.0,303.0
1686,000987_D,7.0,7.0,197950.0,38.0
1687,008758_F,21.0,9.0,687205.0,96.0
1688,005137_G,7.0,7.0,303733.0,36.0
1689,003888_G,16.0,26.0,753874.0,121.0
1690,012058_E,8.0,20.0,541284.0,104.0
1691,006515_H,34.0,25.0,1007998.0,161.0
1692,008048_D,35.0,30.0,1027606.0,179.0
1693,009660_E,6.0,6.0,154088.0,27.0
1694,012058_F,20.0,8.0,541284.0,104.0
1695,008155_C,17.0,10.0,850616.0,92.0
1696,009198_C,4.0,4.0,17615.0,4.0
1697,006625_H,5.0,5.0,115701.0,17.0
1698,011523_H,12.0,14.0,985043.0,101.0
